symbol,datestart,dateend,start,end,opening,closing,highest,lowest,volume,pvolume,svolume,nmatches,BBAND20UP,BBAND20DOWN,EMA20,EMA50,EMA100,MACD,MACDSIGNAL,MACDHISTOG,ROCP5,ROCP10,ROCP20,RSI6,RSI12,RSI24,SMA5,SMA10,SMA20,SMA50,SMA200,ASKS1P,ASKS1S,ASKS2P,ASKS2S,ASKS3P,ASKS3S,ASKS4P,ASKS4S,ASKS5P,ASKS5S,BIDS1P,BIDS1S,BIDS2P,BIDS2S,BIDS3P,BIDS3S,BIDS4P,BIDS4S,BIDS5P,BIDS5S
LTC-BTC,2019-07-21T16:25:16,2019-07-21T16:26:16,1563726316,1563726376,0.00942,0.00943,0.00943,0.00942,0.327828,0.327828,0,4,0.009435426691440664,0.009376673308559335,0.009406782170218116,0.009394700120700608,0.009379602613846932,6.711377900142992e-06,4.361978240258786e-06,2.3493996598842063e-06,0.13804821068279838,0.4901960784313637,0.08490766291657108,82.46179802068417,71.22253776457129,64.28991695273696,0.009418999999999974,0.0094071,0.00940605,0.009390899999999999,0.009351624999999999,0.00943,0.002212,0.009435,0.03279,0.009436,0.005318,0.009438,9.613329,0.009439,0.005318,0.009418,0.005318,0.009416,13.114849,0.009415,27.437285,0.009412,8.505262,0.009408,8.503352
LTC-BTC,2019-07-21T16:26:16,2019-07-21T16:27:16,1563726376,1563726436,0.00943,0.00943,0.00943,0.00943,0,0,0,0,0.009436883369842986,0.009376016630157014,0.009408993392102105,0.00939608442969274,0.009380600581889569,7.734937634683997e-06,5.036570119143829e-06,2.6983675155401684e-06,0.16995963458677135,0.45808032385213204,0.09553125995115797,82.46179802068416,71.22253776457129,64.28991695273696,0.009421599999999974,0.009411699999999999,0.00940645,0.009392359999999999,0.009352109999999999,0.009426,0.006812,0.009428,0.03279,0.00943,0.002212,0.009436,3.285318,0.009439,0.021227,0.009418,0.005318,0.009415,9.985868,0.009414,24.816064,0.009413,14.998555,0.009412,2.605318
LTC-BTC,2019-07-21T16:27:16,2019-07-21T16:28:16,1563726436,1563726496,0.00943,0.00943,0.00943,0.00943,0,0,0,0,0.009438427131173006,0.009375372868826993,0.009410994021425714,0.009397414452057731,0.009381578788188787,8.44872446220668e-06,5.7190009877564e-06,2.7297234744502807e-06,0.16995963458677135,0.45808032385213204,0.09553125995115797,82.46179802068417,71.22253776457129,64.28991695273696,0.009424799999999975,0.009415999999999999,0.0094069,0.009393819999999999,0.00935259,0.00943,0.002212,0.009433,0.039602,0.009436,0.005318,0.009437,3.28,0.009442,0.021222,0.00942,2.6,0.009418,0.005318,0.009417,3.1643,0.009416,0.793064,0.009415,24.936727
LTC-BTC,2019-07-21T16:28:16,2019-07-21T16:29:16,1563726496,1563726556,0.00943,0.009423,0.00943,0.009423,1.000476,1.000476,0,5,0.009438717503054306,0.009375282496945692,0.009412137447956598,0.009398417806878997,0.00938239901020485,8.353272837475709e-06,6.245855357700261e-06,2.1074174797754476e-06,0.031847133757975224,0.24468085106383458,0.02122916887804124,60.7723782417963,62.244024723858224,60.43708783002622,0.009426599999999976,0.0094196,0.009406999999999999,0.009395079999999998,0.009353034999999999,0.009422,0.006812,0.009429,3.31279,0.00943,0.002212,0.009434,2.6,0.009436,14.455274,0.009418,0.005318,0.009414,0.021226,0.009412,13.09671,0.009411,0.021231,0.00941,18.047436
LTC-BTC,2019-07-21T16:29:16,2019-07-21T16:30:16,1563726556,1563726616,0.009423,0.009417,0.009417,0.009406,0.132786,0.022942,0.109844,7,0.009438210826159142,0.009375389173840855,0.009412600548151209,0.009399146520334724,0.009383084178319605,7.704662329924283e-06,6.537616752145066e-06,1.1670455777792174e-06,-0.13785790031812434,-0.010617965597783665,0.17019466014254217,47.831972790679345,55.680571032721424,57.36240145121816,0.009425999999999976,0.009421299999999999,0.009406799999999998,0.0093963,0.00935345,0.009418,0.005318,0.00942,3.28,0.009421,0.03279,0.009424,0.005318,0.009425,0.793064,0.009406,0.005318,0.009403,0.021249,0.009402,2.9167,0.0094,2.605318,0.009396,27.1948
LTC-BTC,2019-07-21T16:30:16,2019-07-21T16:31:16,1563726616,1563726676,0.009417,0.009417,0.009417,0.009417,0,0,0,0,0.009439193670252123,0.009376006329747874,0.009413019543565378,0.009399846656792187,0.00938375577874892,7.108689284635039e-06,6.651831258643061e-06,4.568580259919784e-07,-0.13785790031812434,0,0.18085106382978355,47.831972790679345,55.68057103272142,57.36240145121816,0.009423399999999976,0.0094212,0.009407599999999999,0.009397679999999999,0.009353819999999999,0.00941,3.28,0.009417,2.6,0.009418,0.005318,0.00942,15.151128,0.009421,0.825854,0.009406,0.005318,0.009405,3.254667,0.0094,0.005318,0.009399,0.021259,0.009393,14.678354
LTC-BTC,2019-07-21T16:31:16,2019-07-21T16:32:16,1563726676,1563726736,0.009417,0.009417,0.009417,0.009417,0,0,0,0,0.00944009474679943,0.009376805253200572,0.009413398634654391,0.009400519336917983,0.009384414080159833,6.560748131949692e-06,6.6336146333043876e-06,-7.286650135469516e-08,-0.13785790031812434,0.03186743148501733,0.2555094219099299,47.831972790679345,55.680571032721424,57.36240145121816,0.009420799999999976,0.0094212,0.00940845,0.0093989,0.009354185,0.009407,14.503631,0.009409,19.435446,0.00941,24.023,0.009415,4.21079,0.009417,10.187647,0.009406,0.005318,0.0094,0.005318,0.009399,0.021259,0.009396,2.928132,0.009393,0.005318
LTC-BTC,2019-07-21T16:32:16,2019-07-21T16:33:16,1563726736,1563726796,0.009417,0.009401,0.009401,0.0094,2.987249,2.979932,0.007317,3,0.009439900120772712,0.009377799879227287,0.009412217812306355,0.00940053818645061,0.009384742514216072,4.78032987121825e-06,6.262957680887161e-06,-1.4826278096689108e-06,-0.233471293643226,-0.13809220310177242,0.08516980730330381,24.143024023031543,40.7897104822509,49.7014103747318,0.009414999999999975,0.009419899999999998,0.00940885,0.00939976,0.00935449,0.009409,11.395048,0.00941,24.023,0.009411,2.4107,0.009412,0.005318,0.009415,0.793064,0.0094,0.003319,0.009396,0.021266,0.009394,3.28,0.009393,0.005318,0.009387,4.997281
LTC-BTC,2019-07-21T16:33:16,2019-07-21T16:34:16,1563726796,1563726856,0.009401,0.009401,0.009401,0.009401,0,0,0,0,0.009439672853252116,0.009378827146747879,0.009411149449229559,0.00940055629678588,0.009385064444627635,3.3309385857882567e-06,5.676553861867381e-06,-2.345615276079124e-06,-0.16990549007115205,-0.2016985138004238,0.12780913835339075,24.14302402303153,40.7897104822509,49.70141037473181,0.009410599999999976,0.009418599999999996,0.009409249999999997,0.00940034,0.009354795,0.009403,11.40307,0.009404,24.023,0.009408,2.6,0.00941,0.793064,0.009411,0.005318,0.0094,0.003319,0.009393,0.005318,0.009392,2.99541,0.009391,3.28,0.009387,0.005318
LTC-BTC,2019-07-21T16:34:16,2019-07-21T16:35:16,1563726856,1563726916,0.009401,0.009393,0.009394,0.009393,5.617724,5.609087,0.008637,14,0.009439386432653204,0.009379513567346792,0.009409420930255315,0.009400259971421727,0.00938522158433798,1.5192395606128395e-06,4.8450910016164726e-06,-3.325851441003633e-06,-0.25485823510671884,-0.3923647932131373,0.04260304611780308,17.796945276826364,35.189811612578254,46.33256707272001,0.009405799999999975,0.009415899999999996,0.009409449999999998,0.00940086,0.009355065000000001,0.009393,2.717771,0.009394,1.135293,0.009398,17.051023,0.009399,24.023,0.0094,2.4107,0.009387,0.005318,0.009381,0.010131,0.00938,0.021299,0.009378,2.6,0.009375,0.005318
LTC-BTC,2019-07-21T16:35:16,2019-07-21T16:36:16,1563726916,1563726976,0.009393,0.009393,0.009393,0.009393,0.002053,0.002053,0,1,0.009439086541916466,0.009380213458083531,0.009407857032135761,0.009399975266660091,0.009385375612370891,8.250397609543825e-08,3.892573596512266e-06,-3.810069620416828e-06,-0.25485823510671884,-0.3923647932131373,0.09590792838875029,17.796945276826364,35.189811612578254,46.33256707272002,0.009400999999999975,0.009412199999999997,0.009409649999999999,0.00940134,0.009355335,0.009393,2.715718,0.009394,1.135293,0.009397,16.970786,0.009398,3.216699,0.0094,2.4107,0.009387,0.005318,0.009381,0.005318,0.00938,0.021299,0.009379,0.005774,0.009377,2.6
LTC-BTC,2019-07-21T16:36:16,2019-07-21T16:37:16,1563726976,1563727036,0.009393,0.009379,0.009393,0.009379,2.853981,0,2.853981,4,0.009439773672810509,0.009379026327189488,0.009405108743360927,0.009399152707183224,0.009385249362620973,-2.160892894691527e-06,2.681880298271508e-06,-4.842773192963035e-06,-0.23401765769598395,-0.5408271474018979,-0.08522424629806463,10.7056322958383,27.36547224694243,41.03289371185298,0.009393399999999974,0.009407099999999998,0.009409399999999998,0.00940154,0.009355535,0.009387,3.285318,0.009389,3.15671,0.009391,38.604505,0.009393,2.721036,0.009394,4.178,0.009375,0.005318,0.009374,0.001234,0.00937,2.843798,0.009369,0.026639,0.009368,5.8236
LTC-BTC,2019-07-21T16:37:16,2019-07-21T16:38:16,1563727036,1563727096,0.009379,0.009379,0.009379,0.009379,0,0,0,0,0.009440723808094234,0.00937727619190576,0.009402622196374172,0.009398362404940745,0.009385125612866103,-3.893914455625411e-06,1.3667213474921245e-06,-5.260635803117536e-06,-0.23401765769598395,-0.4669425872864335,-0.08522424629806463,10.7056322958383,27.36547224694243,41.03289371185298,0.009388999999999974,0.009401999999999997,0.009408999999999997,0.00940186,0.009355735,0.009386,0.019856,0.009387,0.005318,0.009388,3.15671,0.00939,7.954759,0.009392,26.744036,0.009375,0.005318,0.009374,0.001234,0.009372,3.2236,0.009369,5.472259,0.009366,1.077278
LTC-BTC,2019-07-21T16:38:16,2019-07-21T16:39:16,1563727096,1563727156,0.009379,0.009377,0.009379,0.009377,0.01151,0,0.01151,1,0.009441867649003186,0.009375132350996808,0.00940018198719568,0.00939752466357052,0.00938496470964103,-5.366863946891162e-06,2.0004288615467173e-08,-5.386868235506629e-06,-0.17033961460662608,-0.4247637251778709,-0.24468085106383458,9.89459010239068,26.36869424873639,40.315587641870835,0.009384199999999975,0.009397399999999997,0.009408499999999997,0.00940212,0.009355965,0.009386,0.060158,0.009387,0.005318,0.00939,6.953035,0.009392,11.932138,0.009393,1.135293,0.009377,2.82846,0.009375,0.005318,0.009374,0.001234,0.009373,10.666726,0.009371,2.6
LTC-BTC,2019-07-21T16:39:16,2019-07-21T16:40:16,1563727156,1563727216,0.009377,0.009385,0.009385,0.009377,0.897533,0.874533,0.023,8,0.009442494064241245,0.00937300593575875,0.009398736083653235,0.009397033500293245,0.00938496540846002,-5.821546722706641e-06,-1.1483059136489548e-06,-4.673240809057687e-06,-0.08516980730332228,-0.3398109801423041,-0.3503928647271187,33.92290458432224,36.46689758612906,44.3743258955668,0.009382599999999974,0.009394199999999998,0.009407749999999998,0.009402500000000001,0.009356345,0.009391,7.337599,0.009392,3.185038,0.009393,2.721036,0.009394,1.135293,0.009397,24.023,0.009381,0.005318,0.009376,13.357762,0.009375,4.290289,0.009374,2.815166,0.009373,0.021311
LTC-BTC,2019-07-21T16:40:16,2019-07-21T16:41:16,1563727216,1563727276,0.009385,0.009377,0.009385,0.009377,0.005532,0,0.005532,2,0.00944255702104077,0.009368842978959225,0.009396665980448166,0.009396247872830766,0.009384807677599425,-6.749613892102421e-06,-2.2685675093396483e-06,-4.481046382762773e-06,-0.02132423499307245,-0.4247637251778709,-0.4247637251778709,25.699116940940343,31.721012567330263,41.43415853793343,0.009379399999999974,0.009390199999999998,0.009405699999999998,0.00940266,0.009356670000000001,0.009387,0.005318,0.009392,18.17349,0.009393,26.744036,0.009394,4.320545,0.009396,2.6,0.009375,6.038441,0.009374,0.001234,0.009372,10.684028,0.009371,2.6,0.00937,0.021319
LTC-BTC,2019-07-21T16:41:16,2019-07-21T16:42:16,1563727276,1563727336,0.009377,0.009377,0.009377,0.009377,0,0,0,0,0.00944219207710685,0.009365207922893144,0.009394793029929294,0.009395493054288384,0.009384653070122208,-7.399813367930247e-06,-3.294816681057768e-06,-4.104996686872479e-06,-0.02132423499307245,-0.25529199021380405,-0.39303165498194786,25.699116940940343,31.721012567330263,41.43415853793343,0.009378999999999974,0.009386199999999999,0.009403699999999997,0.0094027,0.009356995,0.009385,7.270603,0.009387,10.909633,0.009388,24.023,0.009389,5.88,0.009393,5.095292,0.009377,0.213287,0.009375,0.005318,0.009374,2.81603,0.009369,0.005318,0.009368,3.241122
LTC-BTC,2019-07-21T16:42:16,2019-07-21T16:43:16,1563727336,1563727396,0.009377,0.00938,0.00938,0.009377,0.600303,0.600303,0,2,0.009441512023486526,0.009362487976513468,0.009393384169936026,0.009394885483531977,0.009384560930119789,-7.585584314883861e-06,-4.1529702078229864e-06,-3.432614107060875e-06,0.03199317478937327,-0.22338049143708316,-0.3611642234969305,34.299911443966764,35.46897596686942,42.97688628323246,0.009379199999999973,0.009384099999999998,0.009401999999999997,0.009402680000000002,0.009357295,0.009385,2.715718,0.009386,3.185252,0.009387,0.005318,0.009393,7.271768,0.009394,2.6,0.009377,0.213287,0.009375,0.005318,0.009374,0.001234,0.00937,0.021317,0.009369,24.028318
LTC-BTC,2019-07-21T16:43:16,2019-07-21T16:44:16,1563727396,1563727456,0.00938,0.009387,0.009387,0.00938,2.721036,2.721036,0,3,0.00944027461356278,0.009361025386437212,0.009392776153751644,0.009394576248883665,0.009384609228533257,-7.0862813893925874e-06,-4.739632444136907e-06,-2.346648945255681e-06,0.021310602024510024,-0.06387735547749171,-0.3503184713375801,50.381984138295216,43.380172239650946,46.4137213563433,0.009381199999999973,0.009382699999999999,0.009400649999999997,0.00940256,0.009357545,0.009392,0.012509,0.009393,0.005318,0.009394,1.135293,0.009399,7.370641,0.0094,3.185252,0.009385,3.2198,0.009384,2.803785,0.009382,2.6,0.009381,0.005318,0.00938,1.064603
LTC-BTC,2019-07-21T16:44:16,2019-07-21T16:45:16,1563727456,1563727516,0.009387,0.009384,0.009387,0.009384,0.001727,0,0.001727,1,0.009438063645584156,0.009359636354415838,0.009391940329584821,0.009394161494025484,0.009384597164601905,-6.853650534500641e-06,-5.162436062209654e-06,-1.6912144722909871e-06,0.07465074117521661,-0.09581603321622832,-0.4878048780487717,44.748708150458306,41.028529576487365,45.19554542101023,0.009380999999999974,0.0093818,0.009398849999999997,0.009402460000000001,0.009357780000000001,0.009392,0.012509,0.009393,0.005318,0.009394,1.135293,0.009395,3.185252,0.0094,0.021307,0.009382,3.2193,0.009381,5.205318,0.009379,24.023,0.009377,0.213287,0.009376,11.340102
LTC-BTC,2019-07-21T16:45:16,2019-07-21T16:46:16,1563727516,1563727576,0.009384,0.009394,0.009394,0.009384,1.156568,1.15312,0.003448,5,0.009433592988383541,0.00936050701161645,0.009392136488671982,0.009394155160926445,0.009384783359362263,-5.795564815886181e-06,-5.28906181294496e-06,-5.065030029412211e-07,0.1812946571398065,0.15993176244801566,-0.38176033934251935,61.823131775394046,50.73919272676895,49.78014326346735,0.009384399999999973,0.0093819,0.009397049999999995,0.009402360000000002,0.009358025,0.0094,0.005318,0.009404,7.346186,0.009406,0.005318,0.009408,11.049803,0.00941,0.005318,0.009395,1.641603,0.009387,12.674738,0.009385,24.023,0.009384,8.524802,0.009381,24.440906
LTC-BTC,2019-07-21T16:46:16,2019-07-21T16:47:16,1563727576,1563727636,0.009394,0.00939,0.009404,0.00939,2.042916,2.036916,0.006,10,0.009428399512740066,0.009361700487259927,0.009391933013560365,0.009393992213439133,0.009384886659176871,-5.219622274909436e-06,-5.275173905337855e-06,5.555163042841913e-08,0.10660980810235958,0.11728329246188925,-0.4241781548250093,53.83717242761314,47.337750484607064,48.10064453794196,0.009386999999999973,0.009382999999999999,0.009395049999999997,0.009402160000000001,0.009358225000000001,0.009391,0.023674,0.009401,3.111065,0.009405,11.552758,0.009406,24.049618,0.009408,0.793064,0.009387,0.005318,0.009383,4.257464,0.009382,9.813682,0.009381,14.716688,0.00938,24.023
LTC-BTC,2019-07-21T16:47:16,2019-07-21T16:48:16,1563727636,1563727696,0.00939,0.009395,0.009395,0.00939,0.026078,0.023674,0.002404,7,0.009422551324756322,0.009364048675243672,0.009392225107506997,0.009394031734480736,0.009385086923351587,-4.31004196759302e-06,-5.082147517788888e-06,7.721055501958677e-07,0.08522424629808312,0.19195904873627656,-0.29714528281863783,61.329939101846634,51.748653964952005,50.28828381250303,0.009389999999999973,0.0093846,0.009393299999999997,0.009402320000000002,0.00935845,0.009403,2.816409,0.009406,0.005318,0.009412,0.005318,0.009413,3.28,0.009415,2.6,0.009392,5.8189,0.009391,24.023,0.009387,0.026601,0.009386,8.52299,0.009385,0.793064
LTC-BTC,2019-07-21T16:48:16,2019-07-21T16:49:16,1563727696,1563727756,0.009395,0.009395,0.009395,0.009395,0,0,0,0,0.009417822191265395,0.009365977808734594,0.009392489382982521,0.00939406970567757,0.00938528322189908,-3.5482905363058703e-06,-4.775376121492285e-06,1.2270855851864144e-06,0.1172208013640302,0.10655301012255011,-0.23362004884782253,61.329939101846634,51.748653964952005,50.28828381250303,0.009391599999999974,0.0093864,0.009391899999999995,0.009402180000000001,0.009358735000000002,0.009406,0.005318,0.009409,7.6914,0.009412,0.005318,0.009413,3.28,0.009414,24.044279,0.009394,5.8189,0.009387,14.747831,0.009386,32.54599,0.009383,8.526407,0.009381,0.798382
LTC-BTC,2019-07-21T16:49:16,2019-07-21T16:50:16,1563727756,1563727816,0.009395,0.009395,0.009395,0.009395,0,0,0,0,0.009414103218661802,0.009367496781338186,0.009392728489365138,0.009394106187807862,0.009385475633346622,-2.9110403774752075e-06,-4.40250897268887e-06,1.491468595213662e-06,0.010645092612316373,0.19195904873627656,-0.23362004884782253,61.329939101846634,51.748653964952005,50.288283812503046,0.009393799999999975,0.0093874,0.009390799999999994,0.00940202,0.00935903,0.009406,0.005318,0.00941,3.051383,0.009412,8.658445,0.009418,0.005318,0.009419,2.6,0.009399,3.2189,0.009398,24.023,0.009397,2.6,0.009393,8.517103,0.009392,1.650319
LTC-BTC,2019-07-21T16:50:16,2019-07-21T16:51:16,1563727816,1563727876,0.009395,0.009406,0.009406,0.009395,0.302785,0.302785,0,6,0.009411480873745555,0.00936901912625443,0.009393992442758936,0.009394572611815397,0.009385882056448669,-1.5011031832077443e-06,-3.822227814792645e-06,2.3211246315849006e-06,0.17039403620871835,0.30926735629731805,-0.11681002442392048,76.08595821534925,61.06346090294752,55.02678091791655,0.009396199999999974,0.0093903,0.009390249999999992,0.009402160000000001,0.009359350000000002,0.009406,0.001318,0.009412,0.005318,0.009415,0.003898,0.009416,3.291378,0.009418,3.28,0.009404,3.2189,0.009402,2.6,0.009399,13.813247,0.009398,24.023,0.009397,10.157139
LTC-BTC,2019-07-21T16:51:16,2019-07-21T16:52:16,1563727876,1563727936,0.009406,0.009409,0.009409,0.009406,3.296722,3.296722,0,2,0.009409274469104707,0.009370425530895279,0.00939542173392475,0.009395138391744206,0.009386339837509092,-1.4002870697867043e-07,-3.08578799322985e-06,2.9457592862511797e-06,0.1490154337413531,0.309168443496815,0.08509733007128031,78.74086761482369,63.178337117809214,56.21452773901587,0.009399999999999974,0.0093935,0.009389849999999993,0.009402360000000002,0.009359715000000001,0.009408,0.003898,0.009412,3.285318,0.009413,1.042968,0.009418,13.456227,0.009419,2.6,0.0094,0.005318,0.009395,11.667245,0.009394,6.468927,0.009393,0.026584,0.009392,13.599787
LTC-BTC,2019-07-21T16:52:16,2019-07-21T16:53:16,1563727936,1563727996,0.009409,0.009409,0.009409,0.009409,0,0,0,0,0.00941086916584151,0.009369630834158475,0.009396714902122393,0.009395681984224824,0.009386788553598022,9.279359533959086e-07,-2.2830432039046986e-06,3.2109791573006073e-06,0.1490154337413531,0.2343666773197101,0.08509733007128031,78.74086761482369,63.178337117809214,56.21452773901587,0.009402799999999973,0.009396400000000001,0.009390249999999992,0.009402540000000001,0.009360100000000003,0.009412,3.285318,0.009418,16.793284,0.009419,24.026897,0.009423,7.353063,0.009424,1.472834,0.009403,0.001,0.0094,0.005318,0.009396,3.24016,0.009394,2.6,0.009393,0.005318
LTC-BTC,2019-07-21T16:53:16,2019-07-21T16:54:16,1563727996,1563728056,0.009409,0.0094,0.009409,0.0094,0.003898,0,0.003898,2,0.009410719259245881,0.009369680740754104,0.009397027768586927,0.009395851318176792,0.009387050166398061,1.036136915759378e-06,-1.6192071799718835e-06,2.6553440957312615e-06,0.05321979776476632,0.17050298380222068,0.07452358139039775,53.21762069695895,52.916658771062615,51.750068167155966,0.009403799999999973,0.0093977,0.009390199999999993,0.009402100000000002,0.009360445000000002,0.009403,3.28,0.009408,16.885714,0.009409,24.023,0.009411,2.6,0.009412,4.178,0.0094,0.00242,0.009393,2.720517,0.00939,0.021273,0.009387,0.005318,0.009386,2.6
LTC-BTC,2019-07-21T16:54:16,2019-07-21T16:55:16,1563728056,1563728116,0.0094,0.0094,0.0094,0.0094,0.00242,0,0.00242,1,0.009411482988319867,0.009369617011680117,0.009397310838245314,0.009396014011581624,0.009387306598746615,1.109101921421829e-06,-1.073545359693141e-06,2.18264728111497e-06,-0.06378907080585863,0.06387055567384284,0.07452358139039775,53.21762069695895,52.91665877106261,51.750068167155966,0.009404799999999974,0.009399300000000001,0.009390549999999992,0.009401660000000003,0.009360790000000003,0.009394,11.676653,0.009395,2.6,0.009396,24.023,0.009402,1.042968,0.009403,4.753063,0.009393,0.005318,0.009387,0.005318,0.009383,3.171328,0.009382,0.02129,0.009381,0.005318
LTC-BTC,2019-07-21T16:55:16,2019-07-21T16:56:16,1563728116,1563728176,0.0094,0.009393,0.0094,0.009393,0.005318,0,0.005318,1,0.009411482988319867,0.009369617011680117,0.00939690028222195,0.009395895815049012,0.009387419339365493,5.95224339858258e-07,-7.397914197828612e-07,1.3350157596411193e-06,-0.1700499521734551,0.03194888178913238,0.14926964495148867,39.04334760012889,46.00077054723988,48.48881692203078,0.009402199999999973,0.0093992,0.009390549999999992,0.009401080000000003,0.009361100000000004,0.009395,13.113228,0.009396,43.695555,0.009397,2.6,0.009399,1.042968,0.0094,0.793064,0.009387,0.005318,0.009381,3.004368,0.00938,0.021296,0.009375,3.224218,0.009374,0.001234
LTC-BTC,2019-07-21T16:56:16,2019-07-21T16:57:16,1563728176,1563728236,0.009393,0.009393,0.009393,0.009393,0,0,0,0,0.009411516968199505,0.009370983031800482,0.00939652882677224,0.009395782253674542,0.00938752984749687,1.8583051567162834e-07,-5.546670326919634e-07,7.404975483635917e-07,-0.1700499521734551,-0.02128791910591022,0.14926964495148867,39.04334760012889,46.00077054723988,48.488816922030786,0.009398999999999973,0.009399500000000002,0.009391249999999993,0.009400500000000003,0.009361410000000004,0.0094,13.111103,0.009401,4.322968,0.009406,19.666484,0.009407,24.023,0.009408,0.021291,0.009387,0.005318,0.009384,3.2189,0.009383,2.827452,0.009382,24.023,0.009381,0.026609
LTC-BTC,2019-07-21T16:57:16,2019-07-21T16:58:16,1563728236,1563728296,0.009393,0.009393,0.009393,0.009393,0,0,0,0,0.009411427936235641,0.009372472063764344,0.009396192748032026,0.009395673145687304,0.009387638167348417,-1.370373581572465e-07,-4.7114109778502e-07,3.341037396277735e-07,-0.07446808510638363,-0.02128791910591022,0.1706302655433549,39.04334760012889,46.00077054723988,48.488816922030786,0.009395799999999972,0.009399300000000001,0.009391949999999993,0.009399940000000002,0.009361720000000004,0.0094,0.005318,0.009406,0.005318,0.009407,4.322968,0.009409,0.021291,0.009411,24.028318,0.009388,8.434233,0.009387,0.005318,0.009385,3.2189,0.009383,11.664232,0.009382,24.023
LTC-BTC,2019-07-21T16:58:16,2019-07-21T16:59:16,1563728296,1563728356,0.009393,0.009408,0.009408,0.009393,1.024,1.024,0,6,0.009412906184581205,0.009374093815418783,0.009397317248219452,0.009396156551738782,0.009388041371955378,8.081463573113984e-07,-2.1528360676573635e-07,1.0234299640771347e-06,0.08510638297871624,0.13837147418838874,0.24507192328183752,69.31051925753313,60.3992799762916,55.3409562821901,0.009397399999999972,0.0094006,0.009393499999999994,0.00939968,0.009362115000000004,0.009412,0.005318,0.009418,0.084825,0.009423,0.021262,0.009424,2.605318,0.009426,18.236408,0.009401,3.2189,0.0094,2.606318,0.009399,27.222572,0.009398,1.064055,0.009397,0.793064
LTC-BTC,2019-07-21T16:59:16,2019-07-21T17:00:16,1563728356,1563728416,0.009408,0.009405,0.009408,0.009405,1.189265,1.189265,0,3,0.009414111221277619,0.009374888778722367,0.009398048938865219,0.00939650335363138,0.009388377186372102,1.3001490249010123e-06,8.780291956761338e-08,1.2123461053333988e-06,0.12775471095496496,-0.01063151180097029,0.29860296470086645,61.93036236958949,57.07863744353299,53.84612385719997,0.009398399999999972,0.0094016,0.009394499999999993,0.00939936,0.009362510000000004,0.009412,0.005318,0.009414,12.640255,0.009415,3.28,0.009418,3.398382,0.009422,24.044261,0.0094,0.005318,0.009396,3.2189,0.009395,0.021261,0.009394,24.023,0.009393,3.023595
LTC-BTC,2019-07-21T17:00:16,2019-07-21T17:01:16,1563728416,1563728476,0.009405,0.009406,0.009406,0.009405,1.92813,1.92813,0,8,0.009414426742137069,0.009377473257862918,0.009398806182782818,0.009396875771136032,0.009388726152978593,1.7505767670299849e-06,4.2035768906008774e-07,1.3302190779698972e-06,0.138400936867871,-0.0318843660325355,0.30926735629731805,63.485578862296705,57.91990545965942,54.2757146136386,0.009400999999999972,0.0094016,0.009395949999999993,0.009399460000000002,0.009362940000000005,0.009412,0.005318,0.009413,3.28,0.009416,0.079507,0.009418,0.005318,0.009423,0.005318,0.009403,2.6,0.009401,3.2189,0.0094,0.005318,0.009399,24.023,0.009397,3.052032
LTC-BTC,2019-07-21T17:01:16,2019-07-21T17:02:16,1563728476,1563728536,0.009406,0.009396,0.00941,0.009396,6.543329,3.118953,3.424376,7,0.00941320828010551,0.009380591719894476,0.009398538927279692,0.009396841427169915,0.009388870189553275,1.2858056046873012e-06,5.934472721855306e-07,6.923583325017706e-07,0.03193867773873662,-0.13816558614093802,0.17057569296375683,42.60140568965347,47.71702501702141,49.47086642947236,0.009401599999999972,0.0094003,0.009396899999999993,0.009399380000000002,0.009363325000000004,0.009395,3.28,0.009396,0.017494,0.0094,24.023,0.009406,2.605318,0.009407,0.793064,0.009393,0.005318,0.009388,3.12533,0.009387,0.005318,0.009382,0.02129,0.009381,0.005318
LTC-BTC,2019-07-21T17:02:16,2019-07-21T17:03:16,1563728536,1563728596,0.009396,0.009389,0.009389,0.009387,3.246536,3.2359,0.010636,6,0.009412199579118609,0.009382500420881379,0.009397630458014958,0.009396533920222076,0.009388872760057171,3.486110404064824e-07,5.44480025829721e-07,-1.9586898542323858e-07,-0.2019557823129243,-0.11702127659575098,0.02130606157452078,33.37815829383629,42.05927980164318,46.466223015564196,0.009400799999999973,0.0093983,0.009397349999999994,0.009399300000000001,0.009363675000000005,0.009393,0.005318,0.009396,24.040494,0.009397,0.793064,0.009398,2.4031,0.0094,2.6,0.009382,3.28,0.009381,0.005318,0.009379,3.666211,0.009377,0.021302,0.009375,0.005318
LTC-BTC,2019-07-21T17:03:16,2019-07-21T17:04:16,1563728596,1563728656,0.009389,0.009396,0.009396,0.009389,0.008772,0.008772,0,2,0.00941189397034195,0.009383706029658035,0.009397475176299248,0.009396512982174152,0.009389013893521385,1.687735779014321e-07,4.6933873624406324e-07,-3.0056515834263114e-07,-0.09569377990430969,-0.04255319148936735,0.12787723785166089,47.11717926838862,48.69540879481482,49.65678906019067,0.009398399999999973,0.009397899999999999,0.009397799999999993,0.009399360000000002,0.009364030000000004,0.009396,3.24994,0.0094,0.005318,0.009406,0.005318,0.009407,2.6,0.009408,24.023,0.009389,3.28,0.009387,0.005318,0.009381,0.005318,0.00938,2.621296,0.009379,24.816064
